SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.43991649313097614,0.14776814652229667,1.0182929511828682,0.5269642705754383,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.43991649313097614,0.9214550572028734,0.142525932095321,0.6895006682882344,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
-0.43991649313097614,-0.055833672077855064,0.6643301901474837,0.14718324139201036,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
2.273158691738958,-0.1779947632379461,-0.9592454790148186,-0.5762669707403387,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
-0.43991649313097614,-0.6666391278783103,-1.5225946620711341,-0.8616542369198235,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
-0.43991649313097614,-1.0738427650786138,-1.4827115340671475,-0.9482609005219458,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
2.273158691738958,-0.21871512695797646,0.7025515211513048,-0.02633892261570606,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
-0.43991649313097614,1.0436161483629645,-1.3115464430500368,-0.3553604171714001,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
-0.43991649313097614,1.6137012404433893,1.3340343812144315,2.405772964495244,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False
-0.43991649313097614,-0.1779947632379461,-0.9642308700153169,-0.5816716148010926,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
-0.43991649313097614,0.3106496014024181,0.6743009721484804,0.4746605519303462,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False
-0.43991649313097614,-1.2774445836787656,-1.4710789550659844,-0.9967923982103485,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.43991649313097614,-1.1145631287986442,0.5064594751317021,-0.8238437882662224,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
-0.43991649313097614,-1.2774445836787656,0.14751132309581955,-0.975306180597392,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.43991649313097614,-0.8295205827584317,1.3473287572157604,-0.4430259498139966,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
-0.43991649313097614,-1.1145631287986442,1.0415581091851935,-0.8057988950348072,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
-0.43991649313097614,1.5729808767233588,0.7091987091519689,1.6615865669869412,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
-0.43991649313097614,-1.1960038562387048,0.40508985812156867,-0.9050678675792673,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.43991649313097614,-0.0965540357978854,-1.4993295040688086,-0.7164788795164696,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
-0.43991649313097614,-0.30015585439803716,-1.481049737066981,-0.7817537439073712,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
-0.43991649313097614,0.7992939660427822,-1.3364733980525287,-0.41858372279638295,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2.273158691738958,0.5549717837226001,1.503537675231376,1.1449025947788647,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
-0.43991649313097614,-0.9516816739185228,0.19071804510013865,-0.7420461548895871,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.43991649313097614,-0.5444780367182193,0.7341256641544608,-0.31563076838193943,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
-0.43991649313097614,-0.8295205827584317,-0.5105602889699654,-0.7359797176785368,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2.273158691738958,0.5142514200025698,1.1279715531938321,0.9909253884765686,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
-0.43991649313097614,0.14776814652229667,1.3207400052131024,0.6199462081920826,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
-0.43991649313097614,0.22920887396235737,1.0083221691818711,0.622703679651651,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False
-0.43991649313097614,-1.2774445836787656,-1.5142856770703037,-0.9973659522739388,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.43991649313097614,-0.9109613101984924,1.1213243651931677,-0.5479863434510058,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
-0.43991649313097614,-0.7888002190384014,-0.6634456129852487,-0.7591204181672343,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.43991649313097614,-0.5851984004382496,0.572931355138347,-0.3769348738710627,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False
-0.43991649313097614,0.18848851024232702,-0.6435040489832552,-0.3029684594396017,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
-0.43991649313097614,-1.1145631287986442,-1.4760643460664828,-0.9520110617069587,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
-0.43991649313097614,-0.8702409464784621,0.3386179781149237,-0.646042028553256,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.43991649313097614,1.2879383306831464,1.1429277261953275,1.7168683548083674,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False
-0.43991649313097614,-1.2774445836787656,-0.30615925794953225,-0.9813284982650892,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2.273158691738958,0.18848851024232702,0.9219087251732329,0.5266113142286136,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.43991649313097614,0.6364125111626608,1.3456669602155942,1.1990372744731101,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
2.273158691738958,-0.5037576729981889,0.9900424021800438,-0.16771999929069378,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.43991649313097614,-0.2594354906780068,0.1574821050968162,-0.2116630644703749,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-0.43991649313097614,-0.0965540357978854,-1.5076384890696393,-0.7506053463000874,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
-0.43991649313097614,1.4915401492832983,0.07106866108817798,1.01391167056353,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True
-0.43991649313097614,1.247217966963116,0.8188773111629334,1.4638207139067,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
-0.43991649313097614,-1.1145631287986442,-1.5093002860698053,-0.9502242202011584,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.43991649313097614,0.26992923768238775,-1.4727407520661506,-0.6572925121082948,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
-0.43991649313097614,-1.1552834925186746,1.2276793732037996,-0.8449991093040307,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.43991649313097614,1.125056875803025,1.2093996062019723,1.6710722688078563,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False
-0.43991649313097614,-0.5444780367182193,1.2808568772091153,-0.11784285553002172,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
-0.43991649313097614,-0.8702409464784621,1.2376501552047963,-0.5005137148030774,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
2.273158691738958,-0.055833672077855064,1.1695164781979852,0.4000985236636183,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.43991649313097614,-0.0965540357978854,0.6493740171459885,0.07006227961080302,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
-0.43991649313097614,0.8400143297628127,-1.3348116010523623,-0.441547945111668,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
-0.43991649313097614,-1.1145631287986442,0.8172155141627669,-0.8021369729365004,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
2.273158691738958,0.758573602322752,0.4931650991303729,0.7477825850576707,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
-0.43991649313097614,1.5729808767233588,0.8155537171626008,1.8128063018296687,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
-0.43991649313097614,1.1657772395230555,-1.3215172250510334,-0.3447717267666577,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
2.273158691738958,-0.9924020376385531,0.3236618051134285,-0.7382298143895446,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.43991649313097614,-0.9109613101984924,-0.32610082195152557,-0.7548628822336608,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
-0.43991649313097614,-0.8295205827584317,-0.49560411596847015,-0.7335531427941167,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
-0.43991649313097614,1.369379058123207,-0.030300955921955676,0.8756851412382888,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
-0.43991649313097614,-0.3408762181180675,-0.143303151933252,-0.3701845837380395,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.43991649313097614,-1.1552834925186746,-0.27458511494637583,-0.9021118581746101,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.43991649313097614,-1.1552834925186746,0.8039211381614382,-0.8491242866075449,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
-0.43991649313097614,0.10704778280226633,-0.304497460949366,-0.11618837265428071,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2.273158691738958,0.5142514200025698,0.6959043331506402,0.6610435628254892,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
-0.43991649313097614,1.3286586944031769,1.503537675231376,2.143702876977869,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False
-0.43991649313097614,-0.748079855318371,0.5363718211346925,-0.4972268088232719,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
-0.43991649313097614,1.1657772395230555,-0.467353566965646,0.3569054907209398,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False
-0.43991649313097614,1.4508197855632678,0.5180920541328647,1.3656547299460673,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
-0.43991649313097614,-0.38159658183809786,-0.23304018994222275,-0.439849342692574,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
-0.43991649313097614,0.9214550572028734,0.5579751821368518,0.9837339029100143,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.43991649313097614,1.4915401492832983,-1.3397969920528607,-0.24777491070488178,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
-0.43991649313097614,-1.0331224013585834,0.5480044001358552,-0.7498994336064378,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False
-0.43991649313097614,1.6137012404433893,0.4748853321285456,1.5225217663379909,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.43991649313097614,1.1657772395230555,-0.5005895069689685,0.3007192522607754,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2.273158691738958,1.2879383306831464,0.5164302571326987,1.207949422230435,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2.273158691738958,-0.015113308357824713,0.9451738831755587,0.28730691108143497,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.43991649313097614,-1.2774445836787656,0.4915033021302069,-0.9707398078603467,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.43991649313097614,-1.1960038562387048,0.5829021371393436,-0.9112446036487003,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
-0.43991649313097614,-1.1960038562387048,-1.481049737066981,-0.9835124156610674,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
-0.43991649313097614,1.6137012404433893,0.6526976111463211,1.68388899615193,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
-0.43991649313097614,-0.2594354906780068,-1.1619847130350858,-0.658836696125653,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.43991649313097614,0.26992923768238775,1.1861344481996465,0.6714557750568192,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False
-0.43991649313097614,-1.2774445836787656,-1.502653098069141,-0.9972115338722028,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.43991649313097614,-1.2774445836787656,-1.504314895069307,-0.9972335936438794,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
-0.43991649313097614,0.9621754209229036,0.8022593411612722,1.1860220091839475,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
2.273158691738958,0.43281069256250915,1.422109622223236,0.994499071488169,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False
-0.43991649313097614,-1.2774445836787656,-1.3082228490497045,-0.9946305405860468,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.43991649313097614,-0.13727439951791576,0.20401242110146783,-0.1390643558828597,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
-0.43991649313097614,-1.2367242199587352,0.572931355138347,-0.9243701677962456,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.43991649313097614,1.4508197855632678,0.4931650991303729,1.4037298958597868,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
-0.43991649313097614,1.4100994218432374,0.8238627021634315,1.8059457128382632,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
-0.43991649313097614,-0.5444780367182193,-1.3248408190513656,-0.7994898003353148,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
-0.43991649313097614,1.369379058123207,-0.2662761299455452,0.6302922411083831,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False
-0.43991649313097614,-1.1552834925186746,-1.1869116680375775,-0.9486579764121237,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.43991649313097614,-0.9516816739185228,-1.4960059100684764,-0.9128990865244414,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2.273158691738958,0.8400143297628127,1.2991366442109427,1.414340646036206,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
-0.43991649313097614,-0.38159658183809786,-1.504314895069307,-0.7983868117514874,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
-0.43991649313097614,0.7178532386027215,1.4553455622265583,1.4695783143142789,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False
-0.43991649313097614,-1.2367242199587352,0.3386179781149237,-0.9388854975594134,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.43991649313097614,1.0843365120829946,-1.4760643460664828,-0.4468422903140392,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
-0.43991649313097614,1.247217966963116,0.6227852651433307,1.3920602766428938,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
-0.43991649313097614,-0.30015585439803716,0.2089978121019659,-0.19505205639793516,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
-0.43991649313097614,-0.748079855318371,0.5214156481331973,-0.5328753998525714,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.43991649313097614,1.3286586944031769,0.07605405208867606,0.8955168759755041,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2.273158691738958,1.4915401492832983,-0.2729233179462098,0.7380542257483138,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False
-0.43991649313097614,-0.46303730927815856,0.3087056321119333,-0.3150572143183492,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.43991649313097614,0.43281069256250915,0.8803638001690798,0.7650333265087305,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False
2.273158691738958,1.5729808767233588,0.9052907551715716,1.8995232642901743,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False
-0.43991649313097614,-0.5444780367182193,-1.3098846460498705,-0.756076169675871,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
-0.43991649313097614,0.3106496014024181,-1.4993295040688086,-0.6395343959086747,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
-0.43991649313097614,-0.9516816739185228,0.6161380771426661,-0.6514246128423333,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
-0.43991649313097614,1.0436161483629645,1.2791950802089493,1.6491227959896924,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False
-0.43991649313097614,-1.2774445836787656,-1.491020519067978,-0.997057115470467,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
-0.43991649313097614,0.5956921474426305,1.6182016682428386,1.3403521718330684,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
-0.43991649313097614,1.0436161483629645,0.6493740171459885,1.1632563248137513,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
-0.43991649313097614,0.3106496014024181,1.259253516206956,0.8066601156623738,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
-0.43991649313097614,0.35136996512244845,0.12756975909382579,0.2635044174424412,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False
-0.43991649313097614,1.4100994218432374,1.2010906212011416,1.9647981286810754,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False
2.273158691738958,0.06632741908223598,1.1661928841976528,0.4691456090112095,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
-0.43991649313097614,-1.1960038562387048,-1.517609271070636,-0.9824314868489166,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
2.273158691738958,1.125056875803025,1.7046151122514768,2.049838548494163,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
2.273158691738958,-0.9924020376385531,0.9086143491719036,-0.6837862978918273,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
-0.43991649313097614,-0.7073594915983407,0.33695618111475767,-0.517323260820606,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.43991649313097614,1.4508197855632678,1.2409737492051283,2.1484236681166506,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False
2.273158691738958,1.5729808767233588,-1.3065610520495383,-0.21625149697909654,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
-0.43991649313097614,1.0436161483629645,0.4998122871310375,0.9913886436817761,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.273158691738958,-1.2367242199587352,-1.5142856770703037,-0.989424434470382,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
-0.43991649313097614,-0.748079855318371,0.827186296163764,-0.4727184024906286,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
-0.43991649313097614,1.5729808767233588,-1.4577845790646555,-0.34704388324934193,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
-0.43991649313097614,-0.748079855318371,1.1894580421999785,-0.381302708663019,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.43991649313097614,-1.0738427650786138,-0.4590445819648154,-0.8701251892436174,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
-0.43991649313097614,-0.7073594915983407,0.1574821050968162,-0.5331401171126899,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True
